,code,station_name,line,color,opening,type,blk_no,road_name,building,address,postal,x,y,latitude,longitude,planning_area_ura,region_ura
0,NS10,Admiralty,North-South Line ,Red,10/02/1996,MRT,70,WOODLANDS AVENUE 7,ADMIRALTY MRT STATION (NS10),70 WOODLANDS AVENUE 7 ADMIRALTY MRT STATION (NS10) SINGAPORE 738344,738344,24402.38663,46918.5068,1.440588562,103.8009905,WOODLANDS,NORTH REGION
1,EW9,Aljunied,East-West Line,Green,4/11/1989,MRT,81,LORONG 25 GEYLANG,ALJUNIED MRT STATION (EW9),81 LORONG 25 GEYLANG ALJUNIED MRT STATION (EW9) SINGAPORE 388310,388310,33518.60487,33190.00202,1.316432612,103.882906,GEYLANG,CENTRAL REGION
2,NS16,Ang Mo Kio,North-South Line ,Red,7/11/1987,MRT,2795,ANG MO KIO AVENUE 8,ANG MO KIO MRT STATION (NS16),2795 ANG MO KIO AVENUE 8 ANG MO KIO MRT STATION (NS16) SINGAPORE 569812,569812,29807.26115,39105.736,1.36993285,103.8495581,ANG MO KIO,NORTH-EAST REGION
3,SE3,Bakau,Sengkang LRT,Grey,18/01/2003,LRT,50,RIVERVALE DRIVE,BAKAU LRT STATION (SE3),50 RIVERVALE DRIVE BAKAU LRT STATION (SE3) SINGAPORE 545053,545053,36023.43334,41102.99669,1.387994311,103.9054153,SENGKANG,NORTH-EAST REGION
4,BP9,Bangkit,Bukit Panjang LRT,Grey,6/11/1999,LRT,20,BUKIT PANJANG RING ROAD,BANGKIT LRT STATION (BP9),20 BUKIT PANJANG RING ROAD BANGKIT LRT STATION (BP9) SINGAPORE 679939,679939,21248.05659,40221.44841,1.38002223,103.7726474,BUKIT PANJANG,WEST REGION
5,CC12,Bartley,Circle Line,Orange,28/05/2009,MRT,90,BARTLEY ROAD,BARTLEY MRT STATION (CC12),90 BARTLEY ROAD BARTLEY MRT STATION (CC12) SINGAPORE 539788,539788,33214.93397,36072.52553,1.342501178,103.8801779,TOA PAYOH,CENTRAL REGION
6,CE1,Bayfront,Circle Line Extension,Orange,14/01/2012,MRT,11,BAYFRONT AVENUE,BAYFRONT MRT STATION (DT16 / CE1),11 BAYFRONT AVENUE BAYFRONT MRT STATION (DT16 / CE1) SINGAPORE 018957,018957,30867.00927,29368.62503,1.281873789,103.8590798,DOWNTOWN CORE,CENTRAL REGION
7,DT16,Bayfront,Downtown Line,Blue,22/12/2013,MRT,11,BAYFRONT AVENUE,BAYFRONT MRT STATION (DT16 / CE1),11 BAYFRONT AVENUE BAYFRONT MRT STATION (DT16 / CE1) SINGAPORE 018957,018957,30867.00927,29368.62503,1.281873789,103.8590798,DOWNTOWN CORE,CENTRAL REGION
8,TE29,Bayshore,Thomson-East Coast Line,Brown,23/06/2024,MRT,31,BAYSHORE ROAD,BAYSHORE MRT STATION (TE29),31 BAYSHORE ROAD BAYSHORE MRT STATION (TE29) SINGAPORE 469958,469958,40129.68705,32824.19446,1.313122483,103.9423098,BEDOK,EAST REGION
9,DT5,Beauty World,Downtown Line,Blue,27/12/2015,MRT,101,UPPER BUKIT TIMAH ROAD,BEAUTY WORLD MRT STATION (DT5),101 UPPER BUKIT TIMAH ROAD BEAUTY WORLD MRT STATION (DT5) SINGAPORE 588216,588216,21598.16648,35931.23589,1.341223176,103.7757943,BUKIT TIMAH,CENTRAL REGION
10,EW5,Bedok,East-West Line,Green,4/11/1989,MRT,315,NEW UPPER CHANGI ROAD,BEDOK MRT STATION (EW5),315 NEW UPPER CHANGI ROAD BEDOK MRT STATION (EW5) SINGAPORE 467347,467347,38757.95205,34024.70478,1.323979969,103.9299845,BEDOK,EAST REGION
11,DT29,Bedok North,Downtown Line,Blue,21/10/2017,MRT,651,BEDOK NORTH ROAD,BEDOK NORTH MRT STATION (DT29),651 BEDOK NORTH ROAD BEDOK NORTH MRT STATION (DT29) SINGAPORE 479481,479481,37421.74382,35214.68039,1.334742117,103.9179783,BEDOK,EAST REGION
12,DT30,Bedok Reservoir,Downtown Line,Blue,21/10/2017,MRT,371,BEDOK NORTH AVENUE 3,BEDOK RESERVOIR MRT STATION (DT30),371 BEDOK NORTH AVENUE 3 BEDOK RESERVOIR MRT STATION (DT30) SINGAPORE 469724,469724,39008.31316,35421.04087,1.33660783,103.9322346,BEDOK,EAST REGION
13,DT21,Bencoolen,Downtown Line,Blue,21/10/2017,MRT,31,BENCOOLEN STREET,BENCOOLEN MRT STATION (DT21),31 BENCOOLEN STREET BENCOOLEN MRT STATION (DT21) SINGAPORE 189658,189658,29895.86395,31253.32587,1.298918434,103.8503538,ROCHOR,CENTRAL REGION
14,DT23,Bendemeer,Downtown Line,Blue,21/10/2017,MRT,11,KALLANG BAHRU,BENDEMEER MRT STATION (DT23),11 KALLANG BAHRU BENDEMEER MRT STATION (DT23) SINGAPORE 339356,339356,31300.76761,32884.77092,1.313672528,103.8629776,KALLANG,CENTRAL REGION
15,NS17,Bishan,North-South Line ,Red,7/11/1987,MRT,200,BISHAN ROAD,BISHAN MRT STATION (NS17),200 BISHAN ROAD BISHAN MRT STATION (NS17) SINGAPORE 579827,579827,29649.89881,36994.43302,1.350838988,103.848144,BISHAN,CENTRAL REGION
16,CC15,Bishan,Circle Line,Orange,28/05/2009,MRT,17,BISHAN PLACE,BISHAN MRT STATION (CC15),17 BISHAN PLACE BISHAN MRT STATION (CC15) SINGAPORE 579842,579842,29760.77555,37047.15733,1.351315801,103.8491403,BISHAN,CENTRAL REGION
17,NE9,Boon Keng,North East Line,Purple,20/06/2003,MRT,900,SERANGOON ROAD,BOON KENG MRT STATION (NE9),900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260,328260,31144.04501,33510.97461,1.319335709,103.8615695,KALLANG,CENTRAL REGION
18,EW27,Boon Lay,East-West Line,Green,6/07/1990,MRT,301,BOON LAY WAY,BOON LAY MRT STATION (EW27),301 BOON LAY WAY BOON LAY MRT STATION (EW27) SINGAPORE 649846,649846,13837.98272,35641.91912,1.338604055,103.7060646,JURONG WEST,WEST REGION
19,CC19,Botanic Gardens,Circle Line,Orange,8/10/2011,MRT,100,CLUNY PARK ROAD,BOTANIC GARDENS MRT STATION (CC19),100 CLUNY PARK ROAD BOTANIC GARDENS MRT STATION (CC19) SINGAPORE 257494,257494,25959.6005,33818.14422,1.322113736,103.8149845,TANGLIN,CENTRAL REGION
20,DT9,Botanic Gardens,Downtown Line,Blue,27/12/2015,MRT,491,BUKIT TIMAH ROAD,BOTANIC GARDENS MRT STATION (DT9),491 BUKIT TIMAH ROAD BOTANIC GARDENS MRT STATION (DT9) SINGAPORE 259777,259777,26074.17209,33859.53548,1.322488071,103.816014,TANGLIN,CENTRAL REGION
21,NS18,Braddell,North-South Line ,Red,7/11/1987,MRT,377,LORONG 1 TOA PAYOH,BRADDELL MRT STATION (NS18),377 LORONG 1 TOA PAYOH BRADDELL MRT STATION (NS18) SINGAPORE 319756,319756,29500.23495,35847.77198,1.340469001,103.8467991,TOA PAYOH,CENTRAL REGION
22,CC2,Bras Basah,Circle Line,Orange,17/04/2010,MRT,65,BRAS BASAH ROAD,BRAS BASAH MRT STATION (CC2),65 BRAS BASAH ROAD BRAS BASAH MRT STATION (CC2) SINGAPORE 189561,189561,29930.76738,31025.9016,1.296861686,103.8506674,MUSEUM,CENTRAL REGION
23,TE7,Bright Hill,Thomson-East Coast Line,Brown,28/08/2021,MRT,100,SIN MING AVENUE,BRIGHT HILL MRT STATION (TE7),100 SIN MING AVENUE BRIGHT HILL MRT STATION (TE7) SINGAPORE 575737,575737,27952.7071,38370.44389,1.363283185,103.8328936,BISHAN,CENTRAL REGION
24,NE15,Buangkok,North East Line,Purple,15/01/2006,MRT,10,SENGKANG CENTRAL,BUANGKOK MRT STATION (NE15),10 SENGKANG CENTRAL BUANGKOK MRT STATION (NE15) SINGAPORE 545061,545061,34655.42506,40536.34017,1.38287002,103.8931226,SENGKANG,NORTH-EAST REGION
25,EW12,Bugis,East-West Line,Green,4/11/1989,MRT,220,VICTORIA STREET,BUGIS MRT STATION (EW12),220 VICTORIA STREET BUGIS MRT STATION (EW12) SINGAPORE 188022,188022,30491.60007,31424.35127,1.300465085,103.8557067,ROCHOR,CENTRAL REGION
26,DT14,Bugis,Downtown Line,Blue,22/12/2013,MRT,191,ROCHOR ROAD,BUGIS MRT STATION (DT14),191 ROCHOR ROAD BUGIS MRT STATION (DT14) SINGAPORE 188476,188476,30649.54861,31297.01674,1.299313503,103.857126,DOWNTOWN CORE,CENTRAL REGION
27,NS2,Bukit Batok,North-South Line ,Red,10/03/1990,MRT,10,BUKIT BATOK CENTRAL,BUKIT BATOK MRT STATION (NS2),10 BUKIT BATOK CENTRAL BUKIT BATOK MRT STATION (NS2) SINGAPORE 659958,659958,18679.32232,36794.92602,1.349033312,103.7495665,BUKIT BATOK,WEST REGION
28,NS3,Bukit Gombak,North-South Line ,Red,10/03/1990,MRT,802,BUKIT BATOK WEST AVENUE 5,BUKIT GOMBAK MRT STATION (NS3),802 BUKIT BATOK WEST AVENUE 5 BUKIT GOMBAK MRT STATION (NS3) SINGAPORE 659083,659083,18926.9127,37854.03588,1.358611591,103.7517909,BUKIT BATOK,WEST REGION
29,DT1,Bukit Panjang,Downtown Line,Blue,27/12/2015,MRT,950,UPPER BUKIT TIMAH ROAD,BUKIT PANJANG MRT STATION (DT1),950 UPPER BUKIT TIMAH ROAD BUKIT PANJANG MRT STATION (DT1) SINGAPORE 678213,678213,20011.39812,40108.68377,1.379002116,103.7615351,BUKIT BATOK,WEST REGION
30,BP6,Bukit Panjang,Bukit Panjang LRT,Grey,6/11/1999,LRT,11,PETIR ROAD,BUKIT PANJANG LRT STATION (BP6),11 PETIR ROAD BUKIT PANJANG LRT STATION (BP6) SINGAPORE 678268,678268,20185.87304,39989.79161,1.377926946,103.7631029,BUKIT PANJANG,WEST REGION
31,EW21,Buona Vista,East-West Line,Green,12/03/1988,MRT,100,NORTH BUONA VISTA ROAD,BUONA VISTA MRT STATION (EW21),100 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION (EW21) SINGAPORE 139345,139345,23207.2578,32171.7151,1.307223708,103.7902535,QUEENSTOWN,CENTRAL REGION
32,CC22,Buona Vista,Circle Line,Orange,8/10/2011,MRT,150,NORTH BUONA VISTA ROAD,BUONA VISTA MRT STATION (CC22),150 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION (CC22) SINGAPORE 139350,139350,23257.99303,32106.56305,1.306634504,103.7907094,QUEENSTOWN,CENTRAL REGION
33,CC17,Caldecott,Circle Line,Orange,8/10/2011,MRT,38,TOA PAYOH RISE,CALDECOTT MRT STATION (CC17),38 TOA PAYOH RISE CALDECOTT MRT STATION (CC17) SINGAPORE 298113,298113,28691.24505,35538.76801,1.337674508,103.8395298,TOA PAYOH,CENTRAL REGION
34,TE9,Caldecott,Thomson-East Coast Line,Brown,28/08/2021,MRT,1,TOA PAYOH LINK,CALDECOTT MRT STATION (TE9),1 TOA PAYOH LINK CALDECOTT MRT STATION (TE9) SINGAPORE 297608,297608,28761.5758,35491.34314,1.337245613,103.8401618,TOA PAYOH,CENTRAL REGION
35,NS12,Canberra,North-South Line ,Red,2/11/2019,MRT,11,CANBERRA LINK,CANBERRA MRT STATION (NS12),11 CANBERRA LINK CANBERRA MRT STATION (NS12) SINGAPORE 756972,756972,27597.59694,47193.60088,1.443076641,103.8297026,SEMBAWANG,NORTH REGION
36,DT2,Cashew,Downtown Line,Blue,27/12/2015,MRT,1,CASHEW ROAD,CASHEW MRT STATION (DT2),1 CASHEW ROAD CASHEW MRT STATION (DT2) SINGAPORE 679696,679696,20334.55891,39092.85854,1.369815449,103.7644392,BUKIT PANJANG,WEST REGION
37,CG2,Changi Airport,Changi Airport Branch Line,Green,8/02/2002,MRT,70,AIRPORT BOULEVARD,CHANGI AIRPORT MRT STATION (CG2),70 AIRPORT BOULEVARD CHANGI AIRPORT MRT STATION (CG2) SINGAPORE 819661,819661,45201.32039,37729.19338,1.357478974,103.9878836,CHANGI,EAST REGION
38,SW1,Cheng Lim,Sengkang LRT,Grey,1/01/2013,LRT,5,ANCHORVALE STREET,CHENG LIM LRT STATION (SW1),5 ANCHORVALE STREET CHENG LIM LRT STATION (SW1) SINGAPORE 545047,545047,34730.4629,42018.88883,1.396277633,103.8937972,SENGKANG,NORTH-EAST REGION
39,NE4,Chinatown,North East Line,Purple,20/06/2003,MRT,151,NEW BRIDGE ROAD,CHINATOWN MRT STATION (NE4),151 NEW BRIDGE ROAD CHINATOWN MRT STATION (NE4) SINGAPORE 059443,059443,29124.94803,29643.48021,1.284359593,103.8434267,OUTRAM,CENTRAL REGION
40,DT19,Chinatown,Downtown Line,Blue,22/12/2013,MRT,91,UPPER CROSS STREET,CHINATOWN MRT STATION (DT19),91 UPPER CROSS STREET CHINATOWN MRT STATION (DT19) SINGAPORE 058362,058362,29316.049,29628.47894,1.284223919,103.8451438,OUTRAM,CENTRAL REGION
41,EW25,Chinese Garden,East-West Line,Green,5/11/1988,MRT,151,BOON LAY WAY,CHINESE GARDEN MRT STATION (EW25),151 BOON LAY WAY CHINESE GARDEN MRT STATION (EW25) SINGAPORE 609959,609959,16790.74663,36056.30189,1.342352821,103.7325967,JURONG EAST,WEST REGION
42,NS4,Choa Chu Kang,North-South Line ,Red,10/03/1990,MRT,10,CHOA CHU KANG AVENUE 4,CHOA CHU KANG MRT STATION (NS4),10 CHOA CHU KANG AVENUE 4 CHOA CHU KANG MRT STATION (NS4) SINGAPORE 689810,689810,18101.2472,40812.12161,1.385363165,103.7443708,CHOA CHU KANG,WEST REGION
43,BP1,Choa Chu Kang,Bukit Panjang LRT,Grey,6/11/1999,LRT,15,CHOA CHU KANG AVENUE 4,CHOA CHU KANG LRT STATION (BP1),15 CHOA CHU KANG AVENUE 4 CHOA CHU KANG LRT STATION (BP1) SINGAPORE 689813,689813,18119.82055,40744.91842,1.384755411,103.7445377,CHOA CHU KANG,WEST REGION
44,NS25,City Hall,North-South Line ,Red,12/12/1987,MRT,150,NORTH BRIDGE ROAD,CITY HALL MRT STATION (EW13 / NS25),150 NORTH BRIDGE ROAD CITY HALL MRT STATION (EW13 / NS25) SINGAPORE 179100,179100,30144.25038,30591.90081,1.292936722,103.8525856,DOWNTOWN CORE,CENTRAL REGION
45,EW13,City Hall,East-West Line,Green,12/12/1987,MRT,150,NORTH BRIDGE ROAD,CITY HALL MRT STATION (EW13 / NS25),150 NORTH BRIDGE ROAD CITY HALL MRT STATION (EW13 / NS25) SINGAPORE 179100,179100,30144.25038,30591.90081,1.292936722,103.8525856,DOWNTOWN CORE,CENTRAL REGION
46,NE5,Clarke Quay,North East Line,Purple,20/06/2003,MRT,10,EU TONG SEN STREET,CLARKE QUAY MRT STATION (NE5),10 EU TONG SEN STREET CLARKE QUAY MRT STATION (NE5) SINGAPORE 059815,059815,29473.12494,30088.70379,1.288386024,103.8465552,SINGAPORE RIVER,CENTRAL REGION
47,EW23,Clementi,East-West Line,Green,12/03/1988,MRT,3150,COMMONWEALTH AVENUE WEST,CLEMENTI MRT STATION (EW23),3150 COMMONWEALTH AVENUE WEST CLEMENTI MRT STATION (EW23) SINGAPORE 129580,129580,20418.10551,33044.49447,1.315116253,103.7651915,CLEMENTI,WEST REGION
48,EW20,Commonwealth,East-West Line,Green,12/03/1988,MRT,375,COMMONWEALTH AVENUE,COMMONWEALTH MRT STATION (EW20),375 COMMONWEALTH AVENUE COMMONWEALTH MRT STATION (EW20) SINGAPORE 149735,149735,24094.79514,31649.59892,1.302501999,103.7982285,QUEENSTOWN,CENTRAL REGION
49,SE1,Compassvale,Sengkang LRT,Grey,18/01/2003,LRT,10,COMPASSVALE STREET,COMPASSVALE LRT STATION (SE1),10 COMPASSVALE STREET COMPASSVALE LRT STATION (SE1) SINGAPORE 545055,545055,35475.56314,41821.57811,1.394493045,103.9004925,SENGKANG,NORTH-EAST REGION
50,PE3,Coral Edge,Punggol LRT,Grey,29/01/2005,LRT,70,PUNGGOL FIELD,CORAL EDGE LRT STATION (PE3),70 PUNGGOL FIELD CORAL EDGE LRT STATION (PE3) SINGAPORE 828856,828856,36820.84447,41757.06448,1.393909229,103.9125808,PUNGGOL,NORTH-EAST REGION
51,PE1,Cove,Punggol LRT,Grey,29/01/2005,LRT,50,PUNGGOL FIELD,COVE LRT STATION (PE1),50 PUNGGOL FIELD COVE LRT STATION (PE1) SINGAPORE 828858,828858,36084.22898,42351.13377,1.399281988,103.9059619,PUNGGOL,NORTH-EAST REGION
52,CC8,Dakota,Circle Line,Orange,17/04/2010,MRT,201,OLD AIRPORT ROAD,DAKOTA MRT STATION (CC8),201 OLD AIRPORT ROAD DAKOTA MRT STATION (CC8) SINGAPORE 397973,397973,34204.0253,32318.17446,1.308547984,103.8890647,GEYLANG,CENTRAL REGION
53,PE7,Damai,Punggol LRT,Grey,20/06/2011,LRT,40,PUNGGOL DRIVE,DAMAI LRT STATION (PE7),40 PUNGGOL DRIVE DAMAI LRT STATION (PE7) SINGAPORE 828855,828855,36378.18268,43009.37942,1.405234836,103.9086035,PUNGGOL,NORTH-EAST REGION
54,NS24,Dhoby Ghaut,North-South Line ,Red,12/12/1987,MRT,11,ORCHARD ROAD,DHOBY GHAUT MRT STATION (NS24),11 ORCHARD ROAD DHOBY GHAUT MRT STATION (NS24) SINGAPORE 238826,238826,29423.98045,31229.31637,1.298701325,103.8461137,MUSEUM,CENTRAL REGION
55,NE6,Dhoby Ghaut,North East Line,Purple,20/06/2003,MRT,60,ORCHARD ROAD,DHOBY GHAUT MRT STATION (NE6),60 ORCHARD ROAD DHOBY GHAUT MRT STATION (NE6) SINGAPORE 238889,238889,29354.40792,31340.25089,1.299704581,103.8454885,MUSEUM,CENTRAL REGION
56,CC1,Dhoby Ghaut,Circle Line,Orange,17/04/2010,MRT,13,ORCHARD ROAD,DHOBY GHAUT MRT STATION (CC1),13 ORCHARD ROAD DHOBY GHAUT MRT STATION (CC1) SINGAPORE 238893,238893,29443.88241,31252.57238,1.298911644,103.8462925,MUSEUM,CENTRAL REGION
57,EW22,Dover,East-West Line,Green,18/10/2001,MRT,200,COMMONWEALTH AVENUE WEST,DOVER MRT STATION (EW22),200 COMMONWEALTH AVENUE WEST DOVER MRT STATION (EW22) SINGAPORE 138677,138677,21914.55093,32634.11863,1.311405293,103.7786378,QUEENSTOWN,CENTRAL REGION
58,DT17,Downtown,Downtown Line,Blue,22/12/2013,MRT,15,CENTRAL BOULEVARD,DOWNTOWN MRT STATION (DT17),15 CENTRAL BOULEVARD DOWNTOWN MRT STATION (DT17) SINGAPORE 018969,018969,30172.66881,29100.20877,1.279446382,103.8528408,DOWNTOWN CORE,CENTRAL REGION
59,CC3,Esplanade,Circle Line,Orange,17/04/2010,MRT,90,BRAS BASAH ROAD,ESPLANADE MRT STATION (CC3),90 BRAS BASAH ROAD ESPLANADE MRT STATION (CC3) SINGAPORE 189562,189562,30421.99348,30671.62777,1.293657725,103.8550812,DOWNTOWN CORE,CENTRAL REGION
60,EW7,Eunos,East-West Line,Green,4/11/1989,MRT,30,EUNOS CRESCENT,EUNOS MRT STATION (EW7),30 EUNOS CRESCENT EUNOS MRT STATION (EW7) SINGAPORE 409423,409423,35779.98835,33560.5859,1.319783549,103.9032258,GEYLANG,CENTRAL REGION
61,CG1,Expo,Changi Airport Branch Line,Green,10/01/2001,MRT,21,CHANGI SOUTH AVENUE 1,EXPO MRT STATION (CG1),21 CHANGI SOUTH AVENUE 1 EXPO MRT STATION (CG1) SINGAPORE 486065,486065,42270.62323,35193.62235,1.334549778,103.9615482,TAMPINES,EAST REGION
62,DT35,Expo,Downtown Line,Blue,21/10/2017,MRT,2,EXPO DRIVE,EXPO MRT STATION (DT35),2 EXPO DRIVE EXPO MRT STATION (DT35) SINGAPORE 485985,485985,42362.60346,35285.70839,1.335382526,103.9623747,TAMPINES,EAST REGION
63,BP10,Fajar,Bukit Panjang LRT,Grey,6/11/1999,LRT,40,FAJAR ROAD,FAJAR LRT STATION (BP10),40 FAJAR ROAD FAJAR LRT STATION (BP10) SINGAPORE 679004,679004,21052.18744,40724.67434,1.384573177,103.7708872,BUKIT PANJANG,WEST REGION
64,SW2,Farmway,Sengkang LRT,Grey,15/11/2007,LRT,35,ANCHORVALE STREET,FARMWAY LRT STATION (SW2),35 ANCHORVALE STREET FARMWAY LRT STATION (SW2) SINGAPORE 545048,545048,34230.52083,42117.57154,1.397170196,103.8893048,SENGKANG,NORTH-EAST REGION
65,NE8,Farrer Park,North East Line,Purple,20/06/2003,MRT,250,RACE COURSE ROAD,FARRER PARK MRT STATION (NE8),250 RACE COURSE ROAD FARRER PARK MRT STATION (NE8) SINGAPORE 218703,218703,30243.52065,32689.37956,1.311905573,103.8534777,ROCHOR,CENTRAL REGION
66,CC20,Farrer Road,Circle Line,Orange,8/10/2011,MRT,71,FARRER ROAD,FARRER ROAD MRT STATION (CC20),71 FARRER ROAD FARRER ROAD MRT STATION (CC20) SINGAPORE 268857,268857,25113.2012,33301.26022,1.317439152,103.8073792,BUKIT TIMAH,CENTRAL REGION
67,SW5,Fernvale,Sengkang LRT,Grey,29/01/2005,LRT,10,FERNVALE ROAD,FERNVALE LRT STATION (SW5),10 FERNVALE ROAD FERNVALE LRT STATION (SW5) SINGAPORE 797698,797698,32784.22797,41533.22941,1.391885892,103.8763086,SENGKANG,NORTH-EAST REGION
68,DT20,Fort Canning,Downtown Line,Blue,21/10/2017,MRT,170,RIVER VALLEY ROAD,FORT CANNING MRT STATION (DT20),170 RIVER VALLEY ROAD FORT CANNING MRT STATION (DT20) SINGAPORE 179038,179038,29225.62761,30541.60877,1.292481948,103.8443314,SINGAPORE RIVER,CENTRAL REGION
69,TE22,Gardens by the Bay,Thomson-East Coast Line,Brown,13/11/2022,MRT,11,MARINA MALL,GARDENS BY THE BAY MRT STATION (TE22),11 MARINA MALL GARDENS BY THE BAY MRT STATION (TE22) SINGAPORE 019396,019396,31799.07218,28994.17088,1.278487259,103.8674547,MARINA SOUTH,CENTRAL REGION
70,DT24,Geylang Bahru,Downtown Line,Blue,21/10/2017,MRT,541,KALLANG BAHRU,GEYLANG BAHRU MRT STATION (DT24),541 KALLANG BAHRU GEYLANG BAHRU MRT STATION (DT24) SINGAPORE 339355,339355,32262.86126,33728.31269,1.321301102,103.8716226,KALLANG,CENTRAL REGION
71,TE15,Great World,Thomson-East Coast Line,Brown,13/11/2022,MRT,351,RIVER VALLEY ROAD,GREAT WORLD MRT STATION (TE15),351 RIVER VALLEY ROAD GREAT WORLD MRT STATION (TE15) SINGAPORE 238384,238384,28044.76787,30703.73245,1.293948162,103.8337208,RIVER VALLEY,CENTRAL REGION
72,EW30,Gul Circle,East-West Line,Green,18/06/2017,MRT,7A,TUAS ROAD,GUL CIRCLE MRT STATION (EW30),7A TUAS ROAD GUL CIRCLE MRT STATION (EW30) SINGAPORE 637288,637288,8770.351501,33526.57337,1.319470901,103.6605305,PIONEER,WEST REGION
73,NE1,HarbourFront,North East Line,Purple,20/06/2003,MRT,81,TELOK BLANGAH ROAD,HARBOURFRONT MRT STATION (NE1 / CC29),81 TELOK BLANGAH ROAD HARBOURFRONT MRT STATION (NE1 / CC29) SINGAPORE 098867,098867,26688.0367,27545.85343,1.265389384,103.8215302,BUKIT MERAH,CENTRAL REGION
74,CC29,HarbourFront,Circle Line,Orange,8/10/2011,MRT,81,TELOK BLANGAH ROAD,HARBOURFRONT MRT STATION (NE1 / CC29),81 TELOK BLANGAH ROAD HARBOURFRONT MRT STATION (NE1 / CC29) SINGAPORE 098867,098867,26688.0367,27545.85343,1.265389384,103.8215302,BUKIT MERAH,CENTRAL REGION
75,TE16,Havelock,Thomson-East Coast Line,Brown,13/11/2022,MRT,110,ZION ROAD,HAVELOCK MRT STATION (TE16),110 ZION ROAD HAVELOCK MRT STATION (TE16) SINGAPORE 168604,168604,28029.74366,30101.88222,1.28850524,103.8335858,BUKIT MERAH,CENTRAL REGION
76,CC25,Haw Par Villa,Circle Line,Orange,8/10/2011,MRT,270,PASIR PANJANG ROAD,HAW PAR VILLA MRT STATION (CC25),270 PASIR PANJANG ROAD HAW PAR VILLA MRT STATION (CC25) SINGAPORE 117396,117396,22261.1431,29445.80204,1.282571358,103.7817527,QUEENSTOWN,CENTRAL REGION
77,DT3,Hillview,Downtown Line,Blue,27/12/2015,MRT,510,UPPER BUKIT TIMAH ROAD,HILLVIEW MRT STATION (DT3),510 UPPER BUKIT TIMAH ROAD HILLVIEW MRT STATION (DT3) SINGAPORE 678211,678211,20666.06755,38266.78985,1.362344868,103.7674183,BUKIT PANJANG,WEST REGION
78,CC21,Holland Village,Circle Line,Orange,8/10/2011,MRT,200,HOLLAND AVENUE,HOLLAND VILLAGE MRT STATION (CC21),200 HOLLAND AVENUE HOLLAND VILLAGE MRT STATION (CC21) SINGAPORE 278995,278995,23891.21523,32726.41283,1.312240296,103.7963991,BUKIT TIMAH,CENTRAL REGION
79,NE14,Hougang,North East Line,Purple,20/06/2003,MRT,80,HOUGANG CENTRAL,HOUGANG MRT STATION (NE14),80 HOUGANG CENTRAL HOUGANG MRT STATION (NE14) SINGAPORE 538758,538758,34572.87525,39256.12828,1.371292266,103.8923805,HOUGANG,NORTH-EAST REGION
